name,line
Officer 2,"Yes, sir. Upon further investigation, we have confirmed that information of the heart attack victims was in fact publicly available in Japan immediately prior to their deaths. Also, concerning L's request that we investigate the time of death for each victim, we found that all of them occurred between the hours of 4 p.m. and 2 a.m. on weekdays, local time, with sixty-eight percent of them occurring between 8 p.m. and 12 a.m. Weekends and holidays appeared to be the exception to this rule as the times of deaths vary much more widely than during the week."
L,"[Through voice modifier] That information is extremely relevant for us. It suggests that, given the times of death, our suspect could very well be a student."
Soichiro,Hmm?
L,"Based on the fact that Kira is only killing criminals, I think it's safe to assume that he is driven by a very idealistic notion of justice. It's highly possible he may even aspire to be some sort of godlike figure. We're dealing with the individual who has a very childish concept of right and wrong. Of course, this is mere speculation at this point, but still, I recommend you re-examine any assumptions you've made as to whether or not our suspect could be a student. We must consider every possibility. I believe that's the shortest route to finding and arresting Kira. Please, continue with your report."
Soichiro,Hm. Oh right. Does anyone else have something they'd like to add?
Matsuda,"Um, yes sir."
Soichiro,"What is it, Matsuda?"
Matsuda,"Um…well I'm not saying this to support Kira or to condone the murders, but…in the last few days throughout the world, but especially here in Japan, we've observed the dramatic decrease in the number of violent crimes committed."
Soichiro,"Well, I suppose it makes sense. We've suspected something like that would happen. Anything else?"
Matsuda,No.
Soichiro,"Well, that about sums up our report for today. L?"
L,"Thank you, everyone. I feel we're one step closer to finding Kira. Before I go, I'm afraid I have one additional request to make. This is directed to the teams investigating the victims, TV news, and internet: I would like you to go back and take a closer look at the exact way in which the victims' identities were made public. Be as thorough as possible. In particular, I want to know if photos of the victims were made available to the public in Japan. I'll leave it to you."
Soichiro,[Stretching] Ah… ah…
Matsuda,Chief!
Soichiro,Hm?
Matsuda,You look like you could use one of these. Sleeping much?
Soichiro,Ah. Thank you. That'll do the trick. I feel all these late nights are starting to take their toll. [Sips coffee] Ah.
Matsuda,"About what I said earlier at our meeting…well, now that I think about it, um, I'm sure everyone already knew that. I wanted to apologize."
Soichiro,"What on earth are you talking about? Nobody said it'll be easy to speak the truth, but it has to be done. Especially when it is something that isn't easy to say."
Matsuda,Ha?
Soichiro,"Having said that, if you had gone on to say that we should commend Kira for doing such a great job of reducing violent crime, then yes, I might have had a little problem with that."
Matsuda,"Oh, no. No, I wouldn't. That would never happen!"
Soichiro,[Laughs] Just kidding.
,"Yagami household, in Light's bedroom"
Sayu,"I knew I can count on you, Light."
Light,"Hey, so do you think you're ready to try a few on your own now?"
Sayu,"Huh? Yeah. I guess so. Oh, sounds like Dad's home."
,Downstairs
Sachiko,"Welcome home, dear."
Soichiro,Thank you.
,Back in Light's room
Sayu,He's home really early today.
Light,"Hey, why don't you at least try the last problem by yourself?"
Sayu,"I will, but maybe after dinner."
,Sayu exits.
Light,"Yeah, right."
Ryuk,"Helping your sister with her homework, you sure are relaxed."
Light,"Of course. If the police try to come after me, I'm pretty confident I've got something that'll give me the advantage."
,Downstairs in the dining room
Light,"Hey, glad you can join us for dinner. You hungry, Dad?"
Soichiro,Yeah. It's been a long day.
,Scene change to Light's family eating dinner as Ryuk watches
Soichiro,"So, Light, tell me. How are your studies going?"
Light,"Hm? Everything's okay, I guess."
Sayu,Whatever. He's at the top of his class. My big brother is a genius!
Sachiko,"That's my son! We're all proud of you, Light."
Light,"Is everything okay, Dad? You look tired."
Soichiro,"Yeah. I'm not able to say too much about it, but this case I'm working on now is really tough."
,Light's room
Ryuk,"[Thinks] I see. Well, well. Daddy's a policeman. And that must be the reason why you're so confident?"
Light,"That's right. It's easy for me to hack into Dad's computer. We're on a home network, so I can copy the files I need without leaving a trace. This way, I can keep track of their investigation. Here we go. Well, isn't that interesting? Looks like the police are already beginning to suspect a student."
Ryuk,[Laughs] I guess that means you are in trouble.
Light,"If the cause of death is written within forty seconds of writing the person's name, it will happen. If the cause of death is not specified, the person will simply die of a heart attack. After writing the cause of death, details of the death should be written in the next six minutes and forty seconds. That sound right to you, Ryuk?"
Ryuk,So what's your point?
Light,"In other words, if I write heart attacks as the cause of death, then I should be able to write down all the details including time of death afterward, shouldn't I? Looks like I will be able to provide you with more entertainment now."
,"Scene changes to Light walking outside and then changes to a prison. An inmate is grunting and sticks his hand out of his cell, then dies. Light is then shown playing a soccer match, but it soon changes to another prison where several inmates are lined up."
Inmate,[Grunts]
Officer,"Inmate 148, what's wrong? Snap out of it!"
,Scene changes to Light taking his food out of a bad and opening his lunch while it cuts to another inmate ripping his shirt and gasping for air as he dies in the prison cafeteria.
,Task Force headquarters
Soichiro,What? I-I don't believe this. Another twenty-three victims yesterday? Are these confirmed?
Officer 1,Yes.
Soichiro,"The day before there were another twenty-three victims. He's killing one off, every hour on the hour."
